ensg	intOGen	FIMM	logsdon	FIMM.targets	evo.targets	FIMM_AMLgenes	cTargets
ENSG00000232960	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000121022	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000180628	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000088305	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000069667	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000163932	NA	NA	TRUE	TRUE	TRUE	NA	TRUE
ENSG00000034152	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000178764	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000114166	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000266173	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000055118	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000176102	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000113712	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000163346	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000135899	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000110768	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000109113	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000143162	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000109320	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000102144	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000163867	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000185187	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000177853	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000132510	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000112200	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000082996	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000011304	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000118985	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000146463	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000130520	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000005810	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000104973	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000166228	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000059728	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000138794	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000170144	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000130741	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000166337	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000108848	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000108799	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000112576	NA	NA	TRUE	NA	TRUE	TRUE	NA
ENSG00000144560	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000127663	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000111725	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000156802	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000144677	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000137462	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000186010	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000141968	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000110321	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000130449	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000106355	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000170891	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000119138	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000183207	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000136451	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000125877	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000177105	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000125835	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000105329	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000116747	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000001084	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000230989	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000196730	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000145687	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000120963	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000101040	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000273611	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000278574	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000158828	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000125686	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000082014	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000163349	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000197157	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000070444	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000123609	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000122566	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000163634	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000146007	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000104964	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000168461	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000100462	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000177731	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000284571	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000148572	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000074319	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000165156	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000169554	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000221869	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000111540	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000164924	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000085449	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000157657	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000136518	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000160710	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000100811	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000113558	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000165702	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000166484	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000113387	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000167333	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000187840	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000266412	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000140395	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000143321	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000178105	NA	NA	TRUE	NA	NA	TRUE	NA
ENSG00000005700	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000283068	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000143164	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000180370	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000153250	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000198646	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000109111	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000067182	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000116478	NA	NA	TRUE	TRUE	TRUE	NA	NA
ENSG00000198604	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000187098	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000075426	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000198265	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000100644	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000149269	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000105993	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000138073	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000243667	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000175792	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000087274	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000071243	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000133858	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000127947	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000171307	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000198160	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000198890	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000198909	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000127152	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000113328	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000109787	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000144118	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000108861	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000090060	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000168002	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000148229	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000183735	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000132604	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000142856	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000132950	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000184216	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000181722	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000167513	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000101236	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000171163	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000168876	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000105851	NA	NA	TRUE	TRUE	TRUE	NA	TRUE
ENSG00000132155	NA	NA	TRUE	TRUE	TRUE	NA	TRUE
ENSG00000169714	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000077080	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000099326	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000171566	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000110801	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000099995	NA	NA	TRUE	NA	NA	TRUE	NA
ENSG00000146278	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000149136	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000104320	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000181444	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000160570	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000169926	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000275746	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000118971	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000157869	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000146755	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000124831	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000136147	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000069869	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000150593	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000112033	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000138303	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000105856	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000283847	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000177889	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000118689	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000101849	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000184939	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000166432	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000124795	NA	NA	TRUE	NA	NA	TRUE	NA
ENSG00000142731	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000099783	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000099246	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000114013	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000198728	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000272047	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000070501	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000111269	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000101190	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000139168	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000154957	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000124788	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000012822	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000161642	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000198900	NA	NA	TRUE	NA	NA	TRUE	NA
ENSG00000163781	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000213246	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000112096	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000077454	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000087586	NA	NA	TRUE	TRUE	TRUE	NA	TRUE
ENSG00000171206	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000177606	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000126456	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000178913	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000117505	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000166326	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000122299	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000115170	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000087095	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000148840	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000170315	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000117139	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000104408	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000087903	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000185721	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000170396	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000105618	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000274144	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000274651	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000274894	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000275117	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000275885	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000276421	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000277154	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000277707	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000277953	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000079785	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000106443	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000153560	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000172531	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000100290	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000153094	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000265491	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000166888	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000124802	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000087206	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000157557	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000102804	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000253729	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000116830	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000118412	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000090376	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000104219	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000129355	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000135250	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000160062	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000171940	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000095564	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000179218	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000103479	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000136869	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000176953	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000135164	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000186827	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000155868	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000084733	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000242372	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000165916	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000064726	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000172349	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000096968	NA	NA	TRUE	TRUE	TRUE	TRUE	TRUE
ENSG00000119403	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000139613	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000160094	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000103275	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000105810	NA	NA	TRUE	TRUE	TRUE	NA	TRUE
ENSG00000165934	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000119760	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000186187	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000171681	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000121413	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000131263	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000160908	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000134453	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000149554	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000114346	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000120699	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000100461	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000124380	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000180964	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000157514	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000122779	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000175029	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000197451	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000130816	NA	NA	TRUE	NA	TRUE	NA	TRUE
ENSG00000134324	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000100105	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000118495	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000126561	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000162385	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000137504	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000096746	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000115207	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000081721	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000151657	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000067334	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000157450	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000136875	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000100030	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000166848	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000114439	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000110395	NA	NA	TRUE	NA	TRUE	TRUE	NA
ENSG00000010671	NA	NA	TRUE	TRUE	TRUE	NA	TRUE
ENSG00000255302	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000100941	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000141384	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000144161	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000065534	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000143368	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000113580	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000165119	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000171606	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000273841	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000276463	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000106344	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000141002	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000156983	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000163950	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000176788	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000204256	NA	NA	TRUE	TRUE	TRUE	NA	NA
ENSG00000215077	NA	NA	TRUE	TRUE	TRUE	NA	NA
ENSG00000230678	NA	NA	TRUE	TRUE	TRUE	NA	NA
ENSG00000234507	NA	NA	TRUE	TRUE	TRUE	NA	NA
ENSG00000234704	NA	NA	TRUE	TRUE	TRUE	NA	NA
ENSG00000235307	NA	NA	TRUE	TRUE	TRUE	NA	NA
ENSG00000236227	NA	NA	TRUE	TRUE	TRUE	NA	NA
ENSG00000143390	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000175197	NA	NA	TRUE	NA	TRUE	NA	NA
ENSG00000112365	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000173933	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000101665	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000122565	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000167670	NA	NA	TRUE	NA	NA	NA	NA
ENSG00000037280	NA	NA	NA	TRUE	TRUE	NA	TRUE
ENSG00000061273	NA	NA	NA	TRUE	TRUE	NA	NA
ENSG00000065883	NA	NA	NA	TRUE	TRUE	NA	NA
ENSG00000071242	NA	NA	NA	TRUE	TRUE	NA	NA
ENSG00000072062	NA	NA	NA	TRUE	TRUE	NA	TRUE
ENSG00000072133	NA	NA	NA	TRUE	TRUE	NA	NA
ENSG00000094631	NA	NA	NA	TRUE	TRUE	NA	NA
ENSG00000097007	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
ENSG00000100429	NA	NA	NA	TRUE	TRUE	NA	NA
